#{"t_start": 1588858822.4834797, "env_id": null}
r,l,t 
-3.972222,1,157.257048
-3.972222,1,157.259043
-3.972222,1,157.260041
-4.027778,1,157.262034
-3.972222,1,157.263033
-3.972222,1,157.268018
-3.972222,1,157.270017
-3.972222,1,157.271014
-4.027778,1,157.273005
-3.972222,1,157.274023
-4.027778,1,157.279988
-3.972222,1,157.280997
-4.027778,1,157.282979
-3.972222,1,157.284982
-3.972222,1,157.28597
-3.972222,1,157.291955
-3.972222,1,157.292954
-4.027778,1,157.294947
-3.972222,1,157.295953
-4.027778,1,157.297939
-4.027778,1,157.302926
-3.972222,1,157.30492
-3.972222,1,157.306915
-3.972222,1,157.307913
-3.972222,1,157.309906
-4.027778,1,157.314902
-3.972222,1,157.316888
-3.972222,1,157.317885
-3.972222,1,157.31988
-3.972222,1,157.321876
-4.027778,1,157.326862
-4.027778,1,157.32786
-3.972222,1,157.329853
-3.972222,1,157.331849
-4.027778,1,157.332849
-3.972222,1,157.33883
-3.972222,1,157.340824
-3.972222,1,157.341821
-4.027778,1,157.343817
-3.972222,1,157.344815
-3.972222,1,157.349801
-4.027778,1,157.351794
-4.027778,1,157.352793
-3.972222,1,157.354786
-4.027778,1,157.356782
-4.027778,1,157.360772
-3.972222,1,157.362765
-3.972222,1,157.36476
-4.027778,1,157.365757
-3.972222,1,157.367752
-3.972222,1,157.37276
-4.027778,1,157.374733
-3.972222,1,157.376729
-3.972222,1,157.377725
-4.027778,1,157.379729
-3.972222,1,157.384718
-3.972222,1,157.386709
-3.972222,1,157.387699
-3.972222,1,157.389693
-4.027778,1,157.391689
-4.027778,1,157.396677
-3.972222,1,157.397676
-3.972222,1,157.399678
-3.972222,1,157.401674
-3.972222,1,157.402659
-3.972222,1,157.407646
-3.972222,1,157.40964
-4.027778,1,157.411636
-4.027778,1,157.412634
-4.027778,1,157.414628
-3.972222,1,157.461502
-4.027778,1,157.463496
-4.027778,1,157.464494
-3.972222,1,157.466488
-3.972222,1,157.468483
-3.972222,1,157.473469
-3.972222,1,157.475464
-4.027778,1,157.476462
-3.972222,1,157.478456
-4.027778,1,157.479453
-3.972222,1,157.48444
-3.972222,1,157.486435
-4.027778,1,157.487432
-3.972222,1,157.489427
-3.972222,1,157.491422
-4.027778,1,157.496409
-4.027778,1,157.497406
-3.972222,1,157.4994
-3.972222,1,157.500398
-3.972222,1,157.502392
-3.972222,1,157.507379
-4.027778,1,157.508376
-4.027778,1,157.510371
-3.972222,1,157.511369
-3.972222,1,157.513362
-3.972222,1,157.51835
-4.027778,1,157.521341
-3.972222,1,157.522339
-3.972222,1,157.524348
-4.027778,1,157.526328
-4.027778,1,157.532312
-3.972222,1,157.533309
-3.972222,1,157.535304
-4.027778,1,157.537299
-4.027778,1,157.538296
-3.972222,1,157.543283
-3.972222,1,157.545278
-4.027778,1,157.546276
-4.027778,1,157.548269
-4.027778,1,157.549267
-4.027778,1,157.554254
-3.972222,1,157.556248
-4.027778,1,157.557246
-3.972222,1,157.55924
-4.027778,1,157.561235
-4.027778,1,157.567233
-3.972222,1,157.569213
-4.027778,1,157.570211
-3.972222,1,157.572205
-4.027778,1,157.573203
-3.972222,1,157.57819
-4.027778,1,157.579187
-3.972222,1,157.581182
-3.972222,1,157.582179
-3.972222,1,157.583176
-3.972222,1,157.588162
-4.027778,1,157.58916
-4.027778,1,157.591155
-3.972222,1,157.592162
-3.972222,1,157.594147
-4.027778,1,157.598136
-3.972222,1,157.600131
-4.027778,1,157.601128
-4.027778,1,157.603122
-3.972222,1,157.604121
-4.027778,1,157.609106
-3.972222,1,157.610104
-3.972222,1,157.612099
-4.027778,1,157.613096
-3.972222,1,157.615091
-4.027778,1,157.619082
-4.027778,1,157.621075
-3.972222,1,157.622072
-4.027778,1,157.62307
-4.027778,1,157.625064
-3.972222,1,157.629054
-4.027778,1,157.631049
-3.972222,1,157.632045
-3.972222,1,157.633046
-4.027778,1,157.635037
-4.027778,1,157.639027
-3.972222,1,157.640025
-4.027778,1,157.642019
-4.027778,1,157.643016
-4.027778,1,157.644013
-3.972222,1,157.648003
-4.027778,1,157.649998
-4.027778,1,157.651006
-3.972222,1,157.65299
-4.027778,1,157.653987
-3.972222,1,157.657976
-3.972222,1,157.65997
-3.972222,1,157.660969
-3.972222,1,157.662962
-4.027778,1,157.663961
-3.972222,1,157.668947
-4.027778,1,157.669945
-4.027778,1,157.671941
-3.972222,1,157.672936
-4.027778,1,157.674931
-4.027778,1,157.679917
-4.027778,1,157.680916
-4.027778,1,157.68291
-3.972222,1,157.683907
-4.027778,1,157.684905
-3.972222,1,157.689891
-3.972222,1,157.690889
-4.027778,1,157.692883
-4.027778,1,157.69388
-3.972222,1,157.694878
-3.972222,1,157.700862
-3.972222,1,157.701871
-3.972222,1,157.703853
-4.027778,1,157.704851
-4.027778,1,157.706846
-3.972222,1,157.710835
-3.972222,1,157.71283
-3.972222,1,157.713827
-3.972222,1,157.715821
-4.027778,1,157.716819
-3.972222,1,157.721806
-3.972222,1,157.7238
-4.027778,1,157.72481
-4.027778,1,157.726792
-3.972222,1,157.728787
-4.027778,1,157.734771
-3.972222,1,157.735769
-4.027778,1,157.737763
-3.972222,1,157.739758
-4.027778,1,157.741752
-3.972222,1,157.746739
-3.972222,1,157.747736
-3.972222,1,157.750729
-4.027778,1,157.751726
-4.027778,1,157.75372
-3.972222,1,157.759704
-4.027778,1,157.760702
-4.027778,1,157.762697
-3.972222,1,157.765688
-4.027778,1,157.767684
-3.972222,1,157.773668
-4.027778,1,157.775663
-3.972222,1,157.777657
-3.972222,1,157.780649
-3.972222,1,157.782643
-3.972222,1,157.789625
-4.027778,1,157.79162
-3.972222,1,157.794611
-3.972222,1,157.797611
-3.972222,1,157.800596
-4.027778,1,157.808574
-3.972222,1,157.811566
-3.972222,1,157.813561
-3.972222,1,157.815555
-3.972222,1,157.81755
-4.027778,1,157.824531
-4.027778,1,157.826526
-4.027778,1,157.829518
-3.972222,1,157.83251
-3.972222,1,157.835502
-4.027778,1,157.844478
-4.027778,1,157.846473
-4.027778,1,157.848468
-3.972222,1,157.851459
-4.027778,1,157.853455
-4.027778,1,157.859438
-4.027778,1,157.86243
-4.027778,1,157.864426
-3.972222,1,157.86642
-3.972222,1,157.868414
-3.972222,1,157.875395
-3.972222,1,157.87739
-3.972222,1,157.879385
-4.027778,1,157.88138
-4.027778,1,157.883374
-3.972222,1,157.888361
-4.027778,1,157.890355
-4.027778,1,157.89235
-4.027778,1,157.894346
-3.972222,1,157.895342
-4.027778,1,157.901326
-4.027778,1,157.904319
-3.972222,1,157.906313
-4.027778,1,157.90731
-4.027778,1,157.909305
-4.027778,1,157.915289
-3.972222,1,157.916286
-3.972222,1,157.918281
-4.027778,1,157.919278
-3.972222,1,157.921272
-4.027778,1,157.927257
-4.027778,1,157.929252
-4.027778,1,157.93025
-3.972222,1,157.932244
-3.972222,1,157.935236
-4.027778,1,157.940222
-3.972222,1,157.942217
-4.027778,1,157.943215
-4.027778,1,157.94521
-4.027778,1,157.947204
-3.972222,1,157.952191
-3.972222,1,157.954185
-3.972222,1,157.955184
-4.027778,1,157.957178
-4.027778,1,157.959172
-3.972222,1,157.964158
-3.972222,1,157.966153
-3.972222,1,157.968147
-3.972222,1,157.970141
-4.027778,1,157.973134
-4.027778,1,157.980115
-3.972222,1,157.98211
-4.027778,1,157.983108
-4.027778,1,157.985102
-4.027778,1,157.9861
-3.972222,1,157.992083
-3.972222,1,157.994077
-3.972222,1,157.995076
-4.027778,1,157.99707
-3.972222,1,158.000062
-4.027778,1,158.005049
-3.972222,1,158.007043
-4.027778,1,158.008041
-4.027778,1,158.010036
-3.972222,1,158.011033
-3.972222,1,158.016019
-4.027778,1,158.017017
-3.972222,1,158.019012
-4.027778,1,158.020009
-4.027778,1,158.022004
-4.027778,1,158.027987
-4.027778,1,158.028985
-4.027778,1,158.030979
-3.972222,1,158.031977
-4.027778,1,158.033972
-4.027778,1,158.038958
-3.972222,1,158.040952
-3.972222,1,158.04195
-3.972222,1,158.044943
-4.027778,1,158.046937
-4.027778,1,158.051924
-4.027778,1,158.053919
-3.972222,1,158.054917
-3.972222,1,158.057908
-3.972222,1,158.059903
-3.972222,1,158.065887
-4.027778,1,158.067881
-3.972222,1,158.069876
-3.972222,1,158.071871
-3.972222,1,158.073865
-4.027778,1,158.078852
-4.027778,1,158.080847
-3.972222,1,158.082841
-3.972222,1,158.083838
-3.972222,1,158.084836
-3.972222,1,158.089822
-4.027778,1,158.091817
-4.027778,1,158.092814
-4.027778,1,158.094809
-4.027778,1,158.095806
-3.972222,1,158.100792
-4.027778,1,158.10179
-3.972222,1,158.103785
-4.027778,1,158.104782
-3.972222,1,158.10578
-4.027778,1,158.110767
-4.027778,1,158.111764
-4.027778,1,158.113759
-3.972222,1,158.115752
-3.972222,1,158.116751
-3.972222,1,158.121737
-3.972222,1,158.123731
-3.972222,1,158.124729
-3.972222,1,158.126724
-4.027778,1,158.127721
-4.027778,1,158.132708
-4.027778,1,158.134702
-3.972222,1,158.1357
-3.972222,1,158.137695
-3.972222,1,158.138691
-4.027778,1,158.143679
-4.027778,1,158.144675
-4.027778,1,158.14667
-3.972222,1,158.148665
-4.027778,1,158.149662
-4.027778,1,158.154649
-4.027778,1,158.156643
-3.972222,1,158.157641
-3.972222,1,158.159636
-3.972222,1,158.160632
-4.027778,1,158.165619
-3.972222,1,158.167614
-4.027778,1,158.169609
-3.972222,1,158.171604
-3.972222,1,158.173599
-3.972222,1,158.178585
-4.027778,1,158.180579
-4.027778,1,158.181577
-3.972222,1,158.183572
-3.972222,1,158.185566
-3.972222,1,158.190553
-3.972222,1,158.191551
-3.972222,1,158.193546
-4.027778,1,158.19554
-4.027778,1,158.196537
-3.972222,1,158.201525
-4.027778,1,158.203519
-4.027778,1,158.204515
-3.972222,1,158.20651
-4.027778,1,158.207508
-3.972222,1,158.212494
-4.027778,1,158.213492
-3.972222,1,158.215486
-3.972222,1,158.216485
-3.972222,1,158.218478
-3.972222,1,158.223465
-4.027778,1,158.22546
-4.027778,1,158.227456
-4.027778,1,158.228462
-3.972222,1,158.230447
-3.972222,1,158.236431
-3.972222,1,158.237429
-4.027778,1,158.239423
-4.027778,1,158.241418
-4.027778,1,158.242414
-4.027778,1,158.247401
-4.027778,1,158.249397
-3.972222,1,158.250394
-3.972222,1,158.25239
-4.027778,1,158.254383
-4.027778,1,158.259368
-3.972222,1,158.260368
-4.027778,1,158.263358
-4.027778,1,158.264356
-3.972222,1,158.266357
-3.972222,1,158.272336
-4.027778,1,158.274331
-4.027778,1,158.275329
-4.027778,1,158.277321
-3.972222,1,158.279319
-4.027778,1,158.284303
-4.027778,1,158.285301
-4.027778,1,158.287295
-3.972222,1,158.289291
-3.972222,1,158.290286
-3.972222,1,158.29627
-4.027778,1,158.297269
-3.972222,1,158.299262
-3.972222,1,158.301257
-3.972222,1,158.303252
-4.027778,1,158.308239
-4.027778,1,158.310234
-3.972222,1,158.312228
-4.027778,1,158.313225
-3.972222,1,158.315219
-4.027778,1,158.320208
-3.972222,1,158.322201
-3.972222,1,158.3232
-4.027778,1,158.325195
-4.027778,1,158.327188
-3.972222,1,158.332174
-4.027778,1,158.334169
-4.027778,1,158.335168
-4.027778,1,158.337161
-4.027778,1,158.339157
-3.972222,1,158.344142
-4.027778,1,158.34514
-3.972222,1,158.347134
-3.972222,1,158.348133
-3.972222,1,158.350126
-3.972222,1,158.355114
-4.027778,1,158.356112
-3.972222,1,158.358106
-4.027778,1,158.359103
-4.027778,1,158.361097
-4.027778,1,158.366084
-3.972222,1,158.368078
-3.972222,1,158.369077
-3.972222,1,158.371071
-3.972222,1,158.373065
-4.027778,1,158.377056
-4.027778,1,158.37906
-3.972222,1,158.381043
-3.972222,1,158.383039
-4.027778,1,158.384036
-4.027778,1,158.389022
-3.972222,1,158.391017
-3.972222,1,158.39401
-3.972222,1,158.396003
-3.972222,1,158.397998
-4.027778,1,158.402985
-4.027778,1,158.403982
-3.972222,1,158.405977
-4.027778,1,158.406981
-3.972222,1,158.409971
-4.027778,1,158.414953
-3.972222,1,158.416948
-3.972222,1,158.417945
-3.972222,1,158.419939
-3.972222,1,158.420937
-3.972222,1,158.425925
-3.972222,1,158.427919
-3.972222,1,158.428916
-4.027778,1,158.43091
-4.027778,1,158.432905
-4.027778,1,158.436896
-4.027778,1,158.43889
-3.972222,1,158.441881
-3.972222,1,158.442878
-3.972222,1,158.443877
-3.972222,1,158.449861
-4.027778,1,158.450858
-3.972222,1,158.453849
-4.027778,1,158.455844
-4.027778,1,158.456842
-4.027778,1,158.461829
-4.027778,1,158.463822
-3.972222,1,158.465817
-3.972222,1,158.467812
-4.027778,1,158.468808
-3.972222,1,158.475791
-3.972222,1,158.477785
-3.972222,1,158.47978
-4.027778,1,158.480777
-3.972222,1,158.482772
-3.972222,1,158.487758
-3.972222,1,158.488756
-3.972222,1,158.49075
-4.027778,1,158.491747
-4.027778,1,158.493743
-3.972222,1,158.499726
-4.027778,1,158.501722
-3.972222,1,158.502718
-3.972222,1,158.504714
-4.027778,1,158.506709
-3.972222,1,158.511695
-3.972222,1,158.512713
-4.027778,1,158.515685
-4.027778,1,158.517679
-3.972222,1,158.518677
-3.972222,1,158.523663
-4.027778,1,158.525658
-3.972222,1,158.527651
-4.027778,1,158.529647
-3.972222,1,158.531646
-3.972222,1,158.536628
-3.972222,1,158.538624
-3.972222,1,158.53962
-3.972222,1,158.541614
-3.972222,1,158.542629
-3.972222,1,158.549594
-3.972222,1,158.55159
-4.027778,1,158.553585
-3.972222,1,158.555577
-4.027778,1,158.556574
-3.972222,1,158.561561
-4.027778,1,158.563555
-4.027778,1,158.566547
-4.027778,1,158.569539
-3.972222,1,158.570537
-3.972222,1,158.575524
-3.972222,1,158.576521
-3.972222,1,158.579513
-4.027778,1,158.58051
-4.027778,1,158.581507
-3.972222,1,158.586494
-4.027778,1,158.589486
-4.027778,1,158.590485
-4.027778,1,158.592479
-3.972222,1,158.593476
-4.027778,1,158.598463
-3.972222,1,158.59946
-3.972222,1,158.601456
-3.972222,1,158.602452
-3.972222,1,158.604446
-4.027778,1,158.609433
-4.027778,1,158.61043
-4.027778,1,158.612426
-4.027778,1,158.613441
-3.972222,1,158.615417
-3.972222,1,158.620404
-3.972222,1,158.622399
-4.027778,1,158.624394
-3.972222,1,158.625392
-4.027778,1,158.626409
-3.972222,1,158.631374
-3.972222,1,158.633369
-4.027778,1,158.634366
-3.972222,1,158.636361
-4.027778,1,158.638355
-4.027778,1,158.643342
-3.972222,1,158.645339
-3.972222,1,158.646335
-4.027778,1,158.649326
-3.972222,1,158.650345
-4.027778,1,158.65531
-3.972222,1,158.656326
-3.972222,1,158.658303
-4.027778,1,158.660299
-3.972222,1,158.661296
-4.027778,1,158.666281
-4.027778,1,158.668277
-4.027778,1,158.669273
-4.027778,1,158.670271
-3.972222,1,158.672265
-3.972222,1,158.677252
-3.972222,1,158.680243
-3.972222,1,158.681242
-4.027778,1,158.683236
-3.972222,1,158.685232
-3.972222,1,158.690218
-3.972222,1,158.693209
-3.972222,1,158.694206
-3.972222,1,158.696201
-3.972222,1,158.699194
-3.972222,1,158.703182
-4.027778,1,158.705177
-4.027778,1,158.707172
-3.972222,1,158.708169
-3.972222,1,158.710185
-3.972222,1,158.716148
-3.972222,1,158.717145
-3.972222,1,158.71914
-3.972222,1,158.721137
-4.027778,1,158.72313
-4.027778,1,158.728117
-3.972222,1,158.730128
-3.972222,1,158.732105
-4.027778,1,158.7341
-3.972222,1,158.735098
-4.027778,1,158.740084
-3.972222,1,158.742079
-4.027778,1,158.744074
-3.972222,1,158.745071
-3.972222,1,158.747065
-3.972222,1,158.752052
-4.027778,1,158.754046
-3.972222,1,158.756042
-3.972222,1,158.758036
-4.027778,1,158.759033
-4.027778,1,158.764022
-3.972222,1,158.766016
-4.027778,1,158.768031
-3.972222,1,158.770005
-3.972222,1,158.771001
-3.972222,1,158.775989
-3.972222,1,158.777983
-3.972222,1,158.779979
-3.972222,1,158.780974
-3.972222,1,158.783966
-3.972222,1,158.788953
-4.027778,1,158.789969
-3.972222,1,158.791947
-4.027778,1,158.792944
-3.972222,1,158.794958
-4.027778,1,158.799925
-4.027778,1,158.801919
-3.972222,1,158.803914
-4.027778,1,158.804911
-3.972222,1,158.806905
-3.972222,1,158.811892
-4.027778,1,158.813888
-3.972222,1,158.814885
-3.972222,1,158.816879
-4.027778,1,158.817877
-4.027778,1,158.822863
-3.972222,1,158.824858
-3.972222,1,158.826852
-4.027778,1,158.828847
-3.972222,1,158.829844
-4.027778,1,158.834831
-4.027778,1,158.836825
-3.972222,1,158.837823
-4.027778,1,158.839839
-4.027778,1,158.841813
-3.972222,1,158.846798
-3.972222,1,158.847796
-4.027778,1,158.84979
-4.027778,1,158.850788
-4.027778,1,158.852782
-3.972222,1,158.857771
-3.972222,1,158.858768
-3.972222,1,158.86176
-3.972222,1,158.864752
-4.027778,1,158.865749
-4.027778,1,158.870735
-3.972222,1,158.87273
-4.027778,1,158.873727
-3.972222,1,158.874745
-3.972222,1,158.876719
-4.027778,1,158.882703
-4.027778,1,158.883701
-3.972222,1,158.884718
-4.027778,1,158.886693
-4.027778,1,158.888687
-4.027778,1,158.893673
-4.027778,1,158.895668
-3.972222,1,158.897663
-3.972222,1,158.89866
-4.027778,1,158.900676
-4.027778,1,158.905642
-3.972222,1,158.907637
-3.972222,1,158.908634
-4.027778,1,158.910628
-4.027778,1,158.911627
-3.972222,1,158.916612
-3.972222,1,158.918608
-3.972222,1,158.919605
-3.972222,1,158.9216
-3.972222,1,158.923595
-3.972222,1,158.928581
-3.972222,1,158.930575
-4.027778,1,158.931573
-3.972222,1,158.933567
-4.027778,1,158.935563
-3.972222,1,158.940548
-3.972222,1,158.941547
-4.027778,1,158.94354
-4.027778,1,158.945535
-3.972222,1,158.946533
-3.972222,1,158.95152
-3.972222,1,158.953515
-3.972222,1,158.954512
-4.027778,1,158.956507
-3.972222,1,158.9585
-3.972222,1,158.963488
-4.027778,1,158.965482
-4.027778,1,158.967476
-4.027778,1,158.968473
-3.972222,1,158.970469
-4.027778,1,158.975455
-4.027778,1,158.976452
-4.027778,1,158.978447
-3.972222,1,158.979446
-4.027778,1,158.981441
-3.972222,1,158.986427
-4.027778,1,158.988422
-3.972222,1,158.990416
-4.027778,1,158.991413
-4.027778,1,158.993407
-3.972222,1,158.998415
-3.972222,1,159.00039
-3.972222,1,159.002383
-4.027778,1,159.00338
-4.027778,1,159.005374
-4.027778,1,159.010362
-3.972222,1,159.012356
-3.972222,1,159.013355
-4.027778,1,159.015348
-3.972222,1,159.017344
-4.027778,1,159.02233
-4.027778,1,159.024325
-3.972222,1,159.025323
-3.972222,1,159.027318
-3.972222,1,159.028314
-4.027778,1,159.033302
-4.027778,1,159.035295
-3.972222,1,159.03729
-3.972222,1,159.038287
-4.027778,1,159.040282
-3.972222,1,159.045268
-3.972222,1,159.047262
-3.972222,1,159.049258
-4.027778,1,159.050256
-4.027778,1,159.052251
-3.972222,1,159.057236
-3.972222,1,159.059231
-4.027778,1,159.060228
-3.972222,1,159.062223
-4.027778,1,159.06422
-3.972222,1,159.069205
-3.972222,1,159.071199
-3.972222,1,159.072197
-4.027778,1,159.074191
-4.027778,1,159.076186
-3.972222,1,159.081172
-3.972222,1,159.083167
-4.027778,1,159.084166
-4.027778,1,159.086159
-3.972222,1,159.088154
-3.972222,1,159.093158
-4.027778,1,159.095136
-3.972222,1,159.09713
-4.027778,1,159.098128
-4.027778,1,159.100122
-4.027778,1,159.105108
-4.027778,1,159.107104
-3.972222,1,159.109098
-4.027778,1,159.110095
-3.972222,1,159.11209
-3.972222,1,159.117076
-4.027778,1,159.119071
-3.972222,1,159.120069
-4.027778,1,159.122063
-3.972222,1,159.123062
-3.972222,1,159.129044
-3.972222,1,159.131039
-3.972222,1,159.132037
-3.972222,1,159.134032
-3.972222,1,159.135034
-3.972222,1,159.141014
-3.972222,1,159.142011
-3.972222,1,159.144004
-4.027778,1,159.145999
-4.027778,1,159.146998
-4.027778,1,159.152981
-4.027778,1,159.153978
-3.972222,1,159.155973
-3.972222,1,159.156971
-4.027778,1,159.158964
-4.027778,1,159.163952
-3.972222,1,159.164949
-4.027778,1,159.166944
-4.027778,1,159.167942
-4.027778,1,159.169936
-3.972222,1,159.175919
-3.972222,1,159.176916
-3.972222,1,159.178911
-4.027778,1,159.180906
-4.027778,1,159.181924
-3.972222,1,159.18689
-4.027778,1,159.188886
-3.972222,1,159.19088
-4.027778,1,159.192873
-4.027778,1,159.193871
-4.027778,1,159.199855
-3.972222,1,159.201851
-4.027778,1,159.202849
-3.972222,1,159.204842
-3.972222,1,159.206837
-4.027778,1,159.211823
-4.027778,1,159.213819
-3.972222,1,159.214816
-3.972222,1,159.216809
-3.972222,1,159.218804
-3.972222,1,159.22479
-3.972222,1,159.226783
-3.972222,1,159.227781
-4.027778,1,159.229775
-3.972222,1,159.231769
-3.972222,1,159.235759
-3.972222,1,159.237756
-4.027778,1,159.238772
-4.027778,1,159.240746
-3.972222,1,159.241743
-3.972222,1,159.24673
-3.972222,1,159.248724
-4.027778,1,159.249723
-4.027778,1,159.251717
-4.027778,1,159.252714
-3.972222,1,159.257701
-4.027778,1,159.258698
-3.972222,1,159.260692
-3.972222,1,159.262687
-4.027778,1,159.264682
-3.972222,1,159.269669
-3.972222,1,159.270667
-3.972222,1,159.27266
-3.972222,1,159.273659
-3.972222,1,159.275654
-3.972222,1,159.280641
-3.972222,1,159.281658
-4.027778,1,159.283633
-3.972222,1,159.285627
-3.972222,1,159.286624
-4.027778,1,159.291611
-3.972222,1,159.293605
-4.027778,1,159.294602
-3.972222,1,159.296596
-4.027778,1,159.297594
-3.972222,1,159.30258
-3.972222,1,159.304576
-3.972222,1,159.305572
-3.972222,1,159.307567
-4.027778,1,159.308564
-4.027778,1,159.315547
-3.972222,1,159.316544
-3.972222,1,159.318537
-3.972222,1,159.320533
-3.972222,1,159.321531
-3.972222,1,159.326518
-3.972222,1,159.328512
-4.027778,1,159.329508
-4.027778,1,159.331504
-4.027778,1,159.3325
-3.972222,1,159.338484
-3.972222,1,159.339482
-4.027778,1,159.341476
-3.972222,1,159.343472
-4.027778,1,159.345465
-4.027778,1,159.350452
-3.972222,1,159.351471
-4.027778,1,159.353446
-4.027778,1,159.355439
-3.972222,1,159.356437
-4.027778,1,159.361423
-4.027778,1,159.363419
-4.027778,1,159.364415
-3.972222,1,159.36641
-3.972222,1,159.367428
-3.972222,1,159.373392
-3.972222,1,159.375386
-4.027778,1,159.37738
-3.972222,1,159.379375
-4.027778,1,159.380373
-3.972222,1,159.386356
-3.972222,1,159.387354
-3.972222,1,159.389349
-3.972222,1,159.390346
-3.972222,1,159.393338
-4.027778,1,159.397328
-4.027778,1,159.399323
-4.027778,1,159.400341
-4.027778,1,159.402314
-3.972222,1,159.403313
-4.027778,1,159.409297
-4.027778,1,159.41129
-4.027778,1,159.412288
-4.027778,1,159.414282
-3.972222,1,159.416277
-4.027778,1,159.421263
-3.972222,1,159.422261
-3.972222,1,159.424254
-3.972222,1,159.42625
-3.972222,1,159.427248
-4.027778,1,159.433232
-4.027778,1,159.434231
-3.972222,1,159.436224
-4.027778,1,159.438218
-4.027778,1,159.439216
-4.027778,1,159.445199
-3.972222,1,159.446197
-4.027778,1,159.448191
-3.972222,1,159.450187
-3.972222,1,159.451184
-3.972222,1,159.456171
-3.972222,1,159.458164
-4.027778,1,159.459162
-4.027778,1,159.461157
-3.972222,1,159.463152
-3.972222,1,159.467143
-4.027778,1,159.469137
-3.972222,1,159.47113
-3.972222,1,159.472127
-3.972222,1,159.474123
-3.972222,1,159.47911
-3.972222,1,159.481104
-4.027778,1,159.482102
-3.972222,1,159.484095
-4.027778,1,159.485092
-4.027778,1,159.490079
-4.027778,1,159.492075
-3.972222,1,159.493072
-3.972222,1,159.495067
-4.027778,1,159.496066
-3.972222,1,159.501052
-4.027778,1,159.503047
-3.972222,1,159.505039
-4.027778,1,159.506037
-4.027778,1,159.508031
-3.972222,1,159.513019
-3.972222,1,159.514017
-4.027778,1,159.51601
-3.972222,1,159.517009
-3.972222,1,159.519002
-4.027778,1,159.523988
-4.027778,1,159.525007
-3.972222,1,159.526982
-3.972222,1,159.528975
-3.972222,1,159.529974
-4.027778,1,159.534961
-3.972222,1,159.537952
-3.972222,1,159.539947
-4.027778,1,159.541942
-3.972222,1,159.543936
-3.972222,1,159.548924
-3.972222,1,159.550917
-3.972222,1,159.551914
-4.027778,1,159.55391
-4.027778,1,159.555905
-4.027778,1,159.560891
-3.972222,1,159.562886
-3.972222,1,159.563883
-4.027778,1,159.565876
-4.027778,1,159.567871
-4.027778,1,159.57286
-3.972222,1,159.574854
-3.972222,1,159.576849
-4.027778,1,159.577846
-4.027778,1,159.579841
-4.027778,1,159.584826
-3.972222,1,159.586822
-4.027778,1,159.587819
-3.972222,1,159.589813
-3.972222,1,159.590812
-3.972222,1,159.596796
-4.027778,1,159.597793
-3.972222,1,159.599787
-3.972222,1,159.600783
-4.027778,1,159.602779
-3.972222,1,159.607766
-4.027778,1,159.608785
-4.027778,1,159.611754
-3.972222,1,159.613749
-3.972222,1,159.614746
-3.972222,1,159.619754
-3.972222,1,159.621728
-4.027778,1,159.623722
-4.027778,1,159.625717
-4.027778,1,159.626714
-3.972222,1,159.631701
-4.027778,1,159.633696
-3.972222,1,159.634718
-4.027778,1,159.636687
-4.027778,1,159.638683
-3.972222,1,159.642671
-3.972222,1,159.644667
-3.972222,1,159.645663
-4.027778,1,159.647658
-4.027778,1,159.649654
-3.972222,1,159.654639
-3.972222,1,159.656634
-3.972222,1,159.65863
-4.027778,1,159.659644
-3.972222,1,159.661623
-4.027778,1,159.666609
-3.972222,1,159.668602
-4.027778,1,159.66962
-4.027778,1,159.671594
-3.972222,1,159.673589
-4.027778,1,159.678577
-4.027778,1,159.680572
-3.972222,1,159.682566
-4.027778,1,159.683562
-3.972222,1,159.686554
-4.027778,1,159.690545
-4.027778,1,159.692538
-3.972222,1,159.693556
-4.027778,1,159.695532
-3.972222,1,159.697526
-3.972222,1,159.701514
-3.972222,1,159.70351
-3.972222,1,159.704507
-4.027778,1,159.706501
-3.972222,1,159.70752
-3.972222,1,159.713483
-3.972222,1,159.715477
-3.972222,1,159.716475
-3.972222,1,159.718469
-4.027778,1,159.719466
-4.027778,1,159.726449
-3.972222,1,159.727445
-4.027778,1,159.729439
-4.027778,1,159.730438
-4.027778,1,159.732432
-3.972222,1,159.737419
-4.027778,1,159.739413
-4.027778,1,159.74041
-3.972222,1,159.742405
-4.027778,1,159.744401
-4.027778,1,159.749386
-3.972222,1,159.750385
-3.972222,1,159.752379
-4.027778,1,159.753376
-3.972222,1,159.75537
-4.027778,1,159.760359
-4.027778,1,159.762352
-4.027778,1,159.764346
-3.972222,1,159.765345
-4.027778,1,159.76734
-3.972222,1,159.772324
-3.972222,1,159.774321
-3.972222,1,159.776314
-4.027778,1,159.777313
-3.972222,1,159.779307
-4.027778,1,159.784294
-3.972222,1,159.786289
-4.027778,1,159.787285
-3.972222,1,159.789279
-4.027778,1,159.791275
-3.972222,1,159.795284
-3.972222,1,159.797258
-3.972222,1,159.798256
-3.972222,1,159.800253
-3.972222,1,159.802245
-4.027778,1,159.807233
-4.027778,1,159.809226
-3.972222,1,159.810225
-3.972222,1,159.812218
-3.972222,1,159.814215
-3.972222,1,159.819201
-3.972222,1,159.820197
-3.972222,1,159.822193
-3.972222,1,159.823189
-3.972222,1,159.825183
-4.027778,1,159.83017
-3.972222,1,159.832166
-4.027778,1,159.833164
-3.972222,1,159.835157
-3.972222,1,159.836155
-4.027778,1,159.887018
-3.972222,1,159.889022
-4.027778,1,159.890046
-3.972222,1,159.892006
